Date,store_id,daily_sales,promotion_active,store_size,city_population,is_weekend,is_holiday,month,year,time_idx
2021-03-15,1,1180.0,0,small,50000.0,0,0,3,2021,73
2021-03-16,1,1057.0,0,small,50000.0,0,0,3,2021,74
2021-03-17,1,1191.0,0,small,50000.0,0,0,3,2021,75
2021-03-18,1,1140.0,0,small,50000.0,0,0,3,2021,76
2021-03-19,1,1649.0,0,small,50000.0,1,0,3,2021,77
2021-03-20,1,1608.0,0,small,50000.0,1,0,3,2021,78
2021-03-21,1,1627.0,0,small,50000.0,1,0,3,2021,79
2021-03-22,1,1115.0,0,small,50000.0,0,0,3,2021,80
2021-03-23,1,1233.0,0,small,50000.0,0,0,3,2021,81
2021-03-24,1,1154.0,0,small,50000.0,0,0,3,2021,82
2021-03-25,1,1257.0,0,small,50000.0,0,0,3,2021,83
2021-03-26,1,1505.0,0,small,50000.0,1,0,3,2021,84
2021-03-27,1,1453.0,0,small,50000.0,1,0,3,2021,85
2021-03-28,1,1567.0,0,small,50000.0,1,0,3,2021,86
2021-03-29,1,988.0,0,small,50000.0,0,0,3,2021,87
2021-03-30,1,1111.0,0,small,50000.0,0,0,3,2021,88
2021-03-31,1,1032.0,0,small,50000.0,0,0,3,2021,89
2021-04-01,1,1034.0,0,small,50000.0,0,0,4,2021,90
2021-04-02,1,1593.0,0,small,50000.0,1,0,4,2021,91
2021-04-03,1,1606.0,0,small,50000.0,1,0,4,2021,92
2021-04-04,1,1525.0,0,small,50000.0,1,0,4,2021,93
2021-04-05,1,1039.0,0,small,50000.0,0,0,4,2021,94
2021-04-06,1,1056.0,0,small,50000.0,0,0,4,2021,95
2021-04-07,1,1136.0,0,small,50000.0,0,0,4,2021,96
2021-04-08,1,1118.0,0,small,50000.0,0,0,4,2021,97
2021-04-09,1,1724.0,0,small,50000.0,1,0,4,2021,98
2021-04-10,1,1552.0,0,small,50000.0,1,0,4,2021,99
2021-04-11,1,1653.0,0,small,50000.0,1,0,4,2021,100
2021-04-12,1,1059.0,0,small,50000.0,0,0,4,2021,101
2021-04-13,1,1105.0,0,small,50000.0,0,0,4,2021,102
2021-04-14,1,1118.0,0,small,50000.0,0,0,4,2021,103
2021-04-15,1,1069.0,0,small,50000.0,0,0,4,2021,104
2021-04-16,1,1602.0,0,small,50000.0,1,0,4,2021,105
2021-04-17,1,1468.0,0,small,50000.0,1,0,4,2021,106
2021-04-18,1,1610.0,0,small,50000.0,1,0,4,2021,107
2021-04-19,1,1196.0,0,small,50000.0,0,0,4,2021,108
2021-04-20,1,1125.0,0,small,50000.0,0,0,4,2021,109
2021-04-21,1,1083.0,0,small,50000.0,0,0,4,2021,110
2021-04-22,1,1089.0,0,small,50000.0,0,0,4,2021,111
2021-04-23,1,1413.0,0,small,50000.0,1,0,4,2021,112
2021-04-24,1,1679.0,0,small,50000.0,1,0,4,2021,113
2021-04-25,1,1684.0,0,small,50000.0,1,0,4,2021,114
2021-04-26,1,1093.0,0,small,50000.0,0,0,4,2021,115
2021-04-27,1,1189.0,0,small,50000.0,0,0,4,2021,116
2021-04-28,1,1185.0,0,small,50000.0,0,0,4,2021,117
2021-04-29,1,1238.0,0,small,50000.0,0,0,4,2021,118
2021-04-30,1,1654.0,0,small,50000.0,1,0,4,2021,119
2021-05-01,1,1721.0,0,small,50000.0,1,0,5,2021,120
2021-05-02,1,1663.0,0,small,50000.0,1,0,5,2021,121
2021-05-03,1,1058.0,0,small,50000.0,0,0,5,2021,122
2021-05-04,1,1153.0,0,small,50000.0,0,0,5,2021,123
2021-05-05,1,1098.0,0,small,50000.0,0,0,5,2021,124
2021-05-06,1,1166.0,0,small,50000.0,0,0,5,2021,125
2021-05-07,1,1606.0,0,small,50000.0,1,0,5,2021,126
2021-05-08,1,1548.0,0,small,50000.0,1,0,5,2021,127
2021-05-09,1,1597.0,0,small,50000.0,1,0,5,2021,128
2021-05-10,1,1189.0,0,small,50000.0,0,0,5,2021,129
2021-05-11,1,1024.0,0,small,50000.0,0,0,5,2021,130
2021-05-12,1,1203.0,0,small,50000.0,0,0,5,2021,131
2021-05-13,1,1012.0,0,small,50000.0,0,0,5,2021,132
2021-05-14,1,1665.0,0,small,50000.0,1,0,5,2021,133
2021-05-15,1,1637.0,0,small,50000.0,1,0,5,2021,134
2021-05-16,1,1584.0,0,small,50000.0,1,0,5,2021,135
2021-05-17,1,1190.0,0,small,50000.0,0,0,5,2021,136
2021-05-18,1,1065.0,0,small,50000.0,0,0,5,2021,137
2021-05-19,1,1075.0,0,small,50000.0,0,0,5,2021,138
2021-05-20,1,1157.0,0,small,50000.0,0,0,5,2021,139
2021-05-21,1,1568.0,0,small,50000.0,1,0,5,2021,140
2021-05-22,1,1626.0,0,small,50000.0,1,0,5,2021,141
2021-05-23,1,1666.0,0,small,50000.0,1,0,5,2021,142
2021-05-24,1,1182.0,0,small,50000.0,0,0,5,2021,143
2021-05-25,1,1189.0,0,small,50000.0,0,0,5,2021,144
2021-05-26,1,1206.0,0,small,50000.0,0,0,5,2021,145
2021-05-27,1,1292.0,0,small,50000.0,0,0,5,2021,146
2021-05-28,1,1482.0,0,small,50000.0,1,0,5,2021,147
2021-05-29,1,1568.0,0,small,50000.0,1,0,5,2021,148
2021-05-30,1,1732.0,0,small,50000.0,1,0,5,2021,149
2021-05-31,1,1193.0,0,small,50000.0,0,0,5,2021,150
2021-06-01,1,1069.0,0,small,50000.0,0,0,6,2021,151
2021-06-02,1,1195.0,0,small,50000.0,0,0,6,2021,152
2021-06-03,1,1255.0,0,small,50000.0,0,0,6,2021,153
2021-06-04,1,1585.0,0,small,50000.0,1,0,6,2021,154
2021-06-05,1,1503.0,0,small,50000.0,1,0,6,2021,155
2021-06-06,1,1556.0,0,small,50000.0,1,0,6,2021,156
2021-06-07,1,1099.0,0,small,50000.0,0,0,6,2021,157
2021-06-08,1,1244.0,0,small,50000.0,0,0,6,2021,158
2021-06-09,1,1270.0,0,small,50000.0,0,0,6,2021,159
2021-06-10,1,1077.0,0,small,50000.0,0,0,6,2021,160
2021-06-11,1,1589.0,0,small,50000.0,1,0,6,2021,161
2021-06-12,1,1526.0,0,small,50000.0,1,0,6,2021,162
2021-06-13,1,1703.0,0,small,50000.0,1,0,6,2021,163
2021-06-14,1,1251.0,0,small,50000.0,0,0,6,2021,164
2021-06-15,1,1185.0,0,small,50000.0,0,0,6,2021,165
2021-06-16,1,1156.0,0,small,50000.0,0,0,6,2021,166
2021-06-17,1,1097.0,0,small,50000.0,0,0,6,2021,167
2021-06-18,1,1527.0,0,small,50000.0,1,0,6,2021,168
2021-06-19,1,1539.0,0,small,50000.0,1,0,6,2021,169
2021-06-20,1,1627.0,0,small,50000.0,1,0,6,2021,170
2021-06-21,1,1200.0,0,small,50000.0,0,0,6,2021,171
2021-06-22,1,1181.0,0,small,50000.0,0,0,6,2021,172
2021-06-23,1,1252.0,0,small,50000.0,0,0,6,2021,173
2021-06-24,1,1035.0,0,small,50000.0,0,0,6,2021,174
2021-06-25,1,1514.0,0,small,50000.0,1,0,6,2021,175
2021-06-26,1,1511.0,0,small,50000.0,1,0,6,2021,176
2021-06-27,1,1561.0,0,small,50000.0,1,0,6,2021,177
2021-06-28,1,1086.0,0,small,50000.0,0,0,6,2021,178
2021-06-29,1,1036.0,0,small,50000.0,0,0,6,2021,179
2021-06-30,1,1073.0,0,small,50000.0,0,0,6,2021,180
2021-07-01,1,1081.0,0,small,50000.0,0,0,7,2021,181
2021-07-02,1,1651.0,0,small,50000.0,1,0,7,2021,182
2021-07-03,1,1668.0,0,small,50000.0,1,0,7,2021,183
2021-07-04,1,1554.0,0,small,50000.0,1,0,7,2021,184
2021-07-05,1,1097.0,0,small,50000.0,0,0,7,2021,185
2021-07-06,1,1090.0,0,small,50000.0,0,0,7,2021,186
2021-07-07,1,1220.0,0,small,50000.0,0,0,7,2021,187
2021-07-08,1,1111.0,0,small,50000.0,0,0,7,2021,188
2021-07-09,1,1592.0,0,small,50000.0,1,0,7,2021,189
2021-07-10,1,1499.0,0,small,50000.0,1,0,7,2021,190
2021-07-11,1,1545.0,0,small,50000.0,1,0,7,2021,191
2021-07-12,1,1062.0,0,small,50000.0,0,0,7,2021,192
2021-07-13,1,1206.0,0,small,50000.0,0,0,7,2021,193
2021-07-14,1,1162.0,0,small,50000.0,0,0,7,2021,194
2021-07-15,1,1217.0,0,small,50000.0,0,0,7,2021,195
2021-07-16,1,1595.0,0,small,50000.0,1,0,7,2021,196
2021-07-17,1,1585.0,0,small,50000.0,1,0,7,2021,197
2021-07-18,1,1522.0,0,small,50000.0,1,0,7,2021,198
2021-07-19,1,1073.0,0,small,50000.0,0,0,7,2021,199
2021-07-20,1,1034.0,0,small,50000.0,0,0,7,2021,200
2021-07-21,1,1181.0,0,small,50000.0,0,0,7,2021,201
2021-07-22,1,1140.0,0,small,50000.0,0,0,7,2021,202
2021-07-23,1,1632.0,0,small,50000.0,1,0,7,2021,203
2021-07-24,1,1636.0,0,small,50000.0,1,0,7,2021,204
2021-07-25,1,1734.0,0,small,50000.0,1,0,7,2021,205
2021-07-26,1,1126.0,0,small,50000.0,0,0,7,2021,206
2021-07-27,1,1087.0,0,small,50000.0,0,0,7,2021,207
2021-07-28,1,1056.0,0,small,50000.0,0,0,7,2021,208
2021-07-29,1,1166.0,0,small,50000.0,0,0,7,2021,209
2021-07-30,1,1635.0,0,small,50000.0,1,0,7,2021,210
2021-07-31,1,1444.0,0,small,50000.0,1,0,7,2021,211
2021-08-01,1,1555.0,0,small,50000.0,1,0,8,2021,212
2021-08-02,1,1195.0,0,small,50000.0,0,0,8,2021,213
2021-08-03,1,1080.0,0,small,50000.0,0,0,8,2021,214
2021-08-04,1,1249.0,0,small,50000.0,0,0,8,2021,215
2021-08-05,1,1311.0,0,small,50000.0,0,0,8,2021,216
2021-08-06,1,1478.0,0,small,50000.0,1,0,8,2021,217
2021-08-07,1,1696.0,0,small,50000.0,1,0,8,2021,218
2021-08-08,1,1670.0,0,small,50000.0,1,0,8,2021,219
2021-08-09,1,1103.0,0,small,50000.0,0,0,8,2021,220
2021-08-10,1,1138.0,0,small,50000.0,0,0,8,2021,221
2021-08-11,1,1285.0,0,small,50000.0,0,0,8,2021,222
2021-08-12,1,1113.0,0,small,50000.0,0,0,8,2021,223
2021-08-13,1,1551.0,0,small,50000.0,1,0,8,2021,224
2021-08-14,1,1788.0,0,small,50000.0,1,0,8,2021,225
2021-08-15,1,1606.0,0,small,50000.0,1,0,8,2021,226
2021-08-16,1,1300.0,0,small,50000.0,0,0,8,2021,227
2021-08-17,1,1140.0,0,small,50000.0,0,0,8,2021,228
2021-08-18,1,1180.0,0,small,50000.0,0,0,8,2021,229
2021-08-19,1,1191.0,0,small,50000.0,0,0,8,2021,230
2021-08-20,1,2494.0,1,small,50000.0,1,0,8,2021,231
2021-08-21,1,3290.0,1,small,50000.0,1,0,8,2021,232
2021-08-22,1,2609.0,1,small,50000.0,1,0,8,2021,233
2021-08-23,1,2007.0,1,small,50000.0,0,0,8,2021,234
2021-08-24,1,2149.0,1,small,50000.0,0,0,8,2021,235
2021-08-25,1,1744.0,1,small,50000.0,0,0,8,2021,236
2021-08-26,1,1295.0,0,small,50000.0,0,0,8,2021,237
2021-08-27,1,1716.0,0,small,50000.0,1,0,8,2021,238
2021-08-28,1,1765.0,0,small,50000.0,1,0,8,2021,239
2021-08-29,1,1687.0,0,small,50000.0,1,0,8,2021,240
2021-08-30,1,1094.0,0,small,50000.0,0,0,8,2021,241
2021-08-31,1,1277.0,0,small,50000.0,0,0,8,2021,242
2021-09-01,1,1239.0,0,small,50000.0,0,0,9,2021,243
2021-09-02,1,1081.0,0,small,50000.0,0,0,9,2021,244
2021-09-03,1,1614.0,0,small,50000.0,1,0,9,2021,245
2021-09-04,1,1546.0,0,small,50000.0,1,0,9,2021,246
2021-09-05,1,1627.0,0,small,50000.0,1,0,9,2021,247
2021-09-06,1,1099.0,0,small,50000.0,0,0,9,2021,248
2021-09-07,1,1185.0,0,small,50000.0,0,0,9,2021,249
2021-09-08,1,1026.0,0,small,50000.0,0,0,9,2021,250
2021-09-09,1,1137.0,0,small,50000.0,0,0,9,2021,251
2021-09-10,1,1608.0,0,small,50000.0,1,0,9,2021,252
2021-09-11,1,1690.0,0,small,50000.0,1,0,9,2021,253
2021-09-12,1,1627.0,0,small,50000.0,1,0,9,2021,254
2021-09-13,1,1236.0,0,small,50000.0,0,0,9,2021,255
2021-09-14,1,1098.0,0,small,50000.0,0,0,9,2021,256
2021-09-15,1,1065.0,0,small,50000.0,0,0,9,2021,257
2021-09-16,1,1058.0,0,small,50000.0,0,0,9,2021,258
2021-09-17,1,1667.0,0,small,50000.0,1,0,9,2021,259
2021-09-18,1,1508.0,0,small,50000.0,1,0,9,2021,260
2021-09-19,1,1531.0,0,small,50000.0,1,0,9,2021,261
2021-09-20,1,1087.0,0,small,50000.0,0,0,9,2021,262
2021-09-21,1,1127.0,0,small,50000.0,0,0,9,2021,263
2021-09-22,1,1201.0,0,small,50000.0,0,0,9,2021,264
2021-09-23,1,1097.0,0,small,50000.0,0,0,9,2021,265
2021-09-24,1,1643.0,0,small,50000.0,1,0,9,2021,266
2021-09-25,1,1651.0,0,small,50000.0,1,0,9,2021,267
2021-09-26,1,1550.0,0,small,50000.0,1,0,9,2021,268
2021-09-27,1,1045.0,0,small,50000.0,0,0,9,2021,269
2021-09-28,1,1065.0,0,small,50000.0,0,0,9,2021,270
2021-09-29,1,1238.0,0,small,50000.0,0,0,9,2021,271
2021-09-30,1,1116.0,0,small,50000.0,0,0,9,2021,272
2021-10-01,1,1530.0,0,small,50000.0,1,0,10,2021,273
2021-10-02,1,1499.0,0,small,50000.0,1,0,10,2021,274
2021-10-03,1,1863.0,0,small,50000.0,1,0,10,2021,275
2021-10-04,1,1112.0,0,small,50000.0,0,0,10,2021,276
2021-10-05,1,1278.0,0,small,50000.0,0,0,10,2021,277
2021-10-06,1,1079.0,0,small,50000.0,0,0,10,2021,278
2021-10-07,1,1036.0,0,small,50000.0,0,0,10,2021,279
2021-10-08,1,1688.0,0,small,50000.0,1,0,10,2021,280
2021-10-09,1,1559.0,0,small,50000.0,1,0,10,2021,281
2021-10-10,1,1727.0,0,small,50000.0,1,0,10,2021,282
2021-10-11,1,1162.0,0,small,50000.0,0,0,10,2021,283
2021-10-12,1,1269.0,0,small,50000.0,0,0,10,2021,284
2021-10-13,1,1225.0,0,small,50000.0,0,0,10,2021,285
2021-10-14,1,1203.0,0,small,50000.0,0,0,10,2021,286
2021-10-15,1,1450.0,0,small,50000.0,1,0,10,2021,287
2021-10-16,1,1685.0,0,small,50000.0,1,0,10,2021,288
2021-10-17,1,1563.0,0,small,50000.0,1,0,10,2021,289
2021-10-18,1,1113.0,0,small,50000.0,0,1,10,2021,290
2021-10-19,1,1219.0,0,small,50000.0,0,0,10,2021,291
2021-10-20,1,1211.0,0,small,50000.0,0,0,10,2021,292
2021-10-21,1,1151.0,0,small,50000.0,0,0,10,2021,293
2021-10-22,1,1644.0,0,small,50000.0,1,0,10,2021,294
2021-10-23,1,1667.0,0,small,50000.0,1,0,10,2021,295
2021-10-24,1,1564.0,0,small,50000.0,1,0,10,2021,296
2021-10-25,1,1205.0,0,small,50000.0,0,0,10,2021,297
2021-10-26,1,1259.0,0,small,50000.0,0,0,10,2021,298
2021-10-27,1,1224.0,0,small,50000.0,0,0,10,2021,299
2021-10-28,1,1059.0,0,small,50000.0,0,0,10,2021,300
2021-10-29,1,1729.0,0,small,50000.0,1,0,10,2021,301
2021-10-30,1,1754.0,0,small,50000.0,1,0,10,2021,302
2021-10-31,1,1763.0,0,small,50000.0,1,0,10,2021,303
2021-11-01,1,1745.0,0,small,50000.0,0,0,11,2021,304
2021-11-02,1,1918.0,0,small,50000.0,0,0,11,2021,305
2021-11-03,1,2422.0,0,small,50000.0,0,0,11,2021,306
2021-11-04,1,1911.0,0,small,50000.0,0,0,11,2021,307
2021-11-05,1,2455.0,0,small,50000.0,1,0,11,2021,308
2021-11-06,1,2463.0,0,small,50000.0,1,0,11,2021,309
2021-11-07,1,2718.0,0,small,50000.0,1,0,11,2021,310
2021-11-08,1,1625.0,0,small,50000.0,0,0,11,2021,311
2021-11-09,1,1944.0,0,small,50000.0,0,0,11,2021,312
2021-11-10,1,2037.0,0,small,50000.0,0,0,11,2021,313
2021-11-11,1,1951.0,0,small,50000.0,0,0,11,2021,314
2021-11-12,1,2706.0,0,small,50000.0,1,0,11,2021,315
2021-11-13,1,2505.0,0,small,50000.0,1,0,11,2021,316
2021-11-14,1,2279.0,0,small,50000.0,1,0,11,2021,317
2021-11-15,1,1828.0,0,small,50000.0,0,0,11,2021,318
2021-11-16,1,1949.0,0,small,50000.0,0,0,11,2021,319
2021-11-17,1,1784.0,0,small,50000.0,0,0,11,2021,320
2021-11-18,1,1953.0,0,small,50000.0,0,0,11,2021,321
2021-11-19,1,2600.0,0,small,50000.0,1,0,11,2021,322
2021-11-20,1,2393.0,0,small,50000.0,1,0,11,2021,323
2021-11-21,1,2320.0,0,small,50000.0,1,0,11,2021,324
2021-11-22,1,1770.0,0,small,50000.0,0,0,11,2021,325
2021-11-23,1,1795.0,0,small,50000.0,0,0,11,2021,326
2021-11-24,1,1933.0,0,small,50000.0,0,0,11,2021,327
2021-11-25,1,1965.0,0,small,50000.0,0,0,11,2021,328
2021-11-26,1,2504.0,0,small,50000.0,1,0,11,2021,329
2021-11-27,1,2597.0,0,small,50000.0,1,0,11,2021,330
2021-11-28,1,2490.0,0,small,50000.0,1,0,11,2021,331
2021-11-29,1,1939.0,0,small,50000.0,0,0,11,2021,332
2021-11-30,1,1992.0,0,small,50000.0,0,0,11,2021,333
2021-12-01,1,2307.0,0,small,50000.0,0,0,12,2021,334
2021-12-02,1,2200.0,0,small,50000.0,0,0,12,2021,335
2021-12-03,1,2819.0,0,small,50000.0,1,0,12,2021,336
2021-12-04,1,2558.0,0,small,50000.0,1,0,12,2021,337
2021-12-05,1,2413.0,0,small,50000.0,1,0,12,2021,338
2021-12-06,1,2002.0,0,small,50000.0,0,0,12,2021,339
2021-12-07,1,1850.0,0,small,50000.0,0,0,12,2021,340
2021-12-08,1,2013.0,0,small,50000.0,0,0,12,2021,341
2021-12-09,1,1881.0,0,small,50000.0,0,0,12,2021,342
2021-12-10,1,2942.0,0,small,50000.0,1,0,12,2021,343
2021-12-11,1,2986.0,0,small,50000.0,1,0,12,2021,344
2021-12-12,1,2499.0,0,small,50000.0,1,0,12,2021,345
2021-12-13,1,1699.0,0,small,50000.0,0,0,12,2021,346
2021-12-14,1,1621.0,0,small,50000.0,0,0,12,2021,347
2021-12-15,1,2054.0,0,small,50000.0,0,0,12,2021,348
2021-12-16,1,1796.0,0,small,50000.0,0,0,12,2021,349
2021-12-17,1,2975.0,0,small,50000.0,1,0,12,2021,350
2021-12-18,1,2686.0,0,small,50000.0,1,0,12,2021,351
2021-12-19,1,2645.0,0,small,50000.0,1,0,12,2021,352
2021-12-20,1,2199.0,0,small,50000.0,0,0,12,2021,353
2021-12-21,1,1667.0,0,small,50000.0,0,0,12,2021,354
2021-12-22,1,2078.0,0,small,50000.0,0,0,12,2021,355
2021-12-23,1,2038.0,0,small,50000.0,0,0,12,2021,356
2021-12-24,1,2859.0,0,small,50000.0,1,0,12,2021,357
2021-12-25,1,2859.0,0,small,50000.0,1,0,12,2021,358
2021-12-26,1,2352.0,0,small,50000.0,1,0,12,2021,359
2021-12-27,1,1714.0,0,small,50000.0,0,0,12,2021,360
2021-12-28,1,1936.0,0,small,50000.0,0,0,12,2021,361
2021-12-29,1,1653.0,0,small,50000.0,0,0,12,2021,362
2021-12-30,1,1833.0,0,small,50000.0,0,0,12,2021,363
2021-12-31,1,2940.0,0,small,50000.0,1,0,12,2021,364
2022-01-01,1,1632.0,0,small,50000.0,1,0,1,2022,365
2022-01-02,1,1725.0,0,small,50000.0,1,0,1,2022,366
2022-01-03,1,1175.0,0,small,50000.0,0,0,1,2022,367
2022-01-04,1,1115.0,0,small,50000.0,0,0,1,2022,368
2022-01-05,1,1059.0,0,small,50000.0,0,0,1,2022,369
2022-01-06,1,1193.0,0,small,50000.0,0,0,1,2022,370
2022-01-07,1,1663.0,0,small,50000.0,1,0,1,2022,371
2022-01-08,1,1631.0,0,small,50000.0,1,0,1,2022,372
2022-01-09,1,1568.0,0,small,50000.0,1,0,1,2022,373
2022-01-10,1,1176.0,0,small,50000.0,0,0,1,2022,374
2022-01-11,1,1287.0,0,small,50000.0,0,0,1,2022,375
2022-01-12,1,1187.0,0,small,50000.0,0,0,1,2022,376
2022-01-13,1,1232.0,0,small,50000.0,0,0,1,2022,377
2022-01-14,1,1623.0,0,small,50000.0,1,0,1,2022,378
2022-01-15,1,1596.0,0,small,50000.0,1,0,1,2022,379
2022-01-16,1,1745.0,0,small,50000.0,1,0,1,2022,380
2022-01-17,1,1219.0,0,small,50000.0,0,0,1,2022,381
2022-01-18,1,1215.0,0,small,50000.0,0,0,1,2022,382
2022-01-19,1,1357.0,0,small,50000.0,0,0,1,2022,383
2022-01-20,1,1081.0,0,small,50000.0,0,0,1,2022,384
2022-01-21,1,1631.0,0,small,50000.0,1,0,1,2022,385
2022-01-22,1,1813.0,0,small,50000.0,1,0,1,2022,386
2022-01-23,1,1676.0,0,small,50000.0,1,0,1,2022,387
2022-01-24,1,1275.0,0,small,50000.0,0,0,1,2022,388
2022-01-25,1,1300.0,0,small,50000.0,0,0,1,2022,389
2022-01-26,1,1243.0,0,small,50000.0,0,0,1,2022,390
2022-01-27,1,1258.0,0,small,50000.0,0,0,1,2022,391
2022-01-28,1,1746.0,0,small,50000.0,1,0,1,2022,392
2022-01-29,1,1822.0,0,small,50000.0,1,0,1,2022,393
2022-01-30,1,1624.0,0,small,50000.0,1,0,1,2022,394
2022-01-31,1,1159.0,0,small,50000.0,0,0,1,2022,395
2022-02-01,1,1118.0,0,small,50000.0,0,0,2,2022,396
2022-02-02,1,1124.0,0,small,50000.0,0,0,2,2022,397
2022-02-03,1,1336.0,0,small,50000.0,0,0,2,2022,398
2022-02-04,1,1651.0,0,small,50000.0,1,0,2,2022,399
2022-02-05,1,1673.0,0,small,50000.0,1,0,2,2022,400
2022-02-06,1,1598.0,0,small,50000.0,1,0,2,2022,401
2022-02-07,1,1141.0,0,small,50000.0,0,0,2,2022,402
2022-02-08,1,1297.0,0,small,50000.0,0,0,2,2022,403
2022-02-09,1,1153.0,0,small,50000.0,0,0,2,2022,404
2022-02-10,1,1362.0,0,small,50000.0,0,0,2,2022,405
2022-02-11,1,1656.0,0,small,50000.0,1,0,2,2022,406
2022-02-12,1,1610.0,0,small,50000.0,1,0,2,2022,407
2022-02-13,1,1736.0,0,small,50000.0,1,0,2,2022,408
